PERIOD_BEGIN,PERIOD_END,PERIOD_DURATION,REGION_TYPE,REGION_TYPE_ID,TABLE_ID,IS_SEASONALLY_ADJUSTED,REGION,CITY,STATE,STATE_CODE,PROPERTY_TYPE,PROPERTY_TYPE_ID,MEDIAN_SALE_PRICE,MEDIAN_SALE_PRICE_MOM,MEDIAN_SALE_PRICE_YOY,MEDIAN_LIST_PRICE,MEDIAN_LIST_PRICE_MOM,MEDIAN_LIST_PRICE_YOY,MEDIAN_PPSF,MEDIAN_PPSF_MOM,MEDIAN_PPSF_YOY,MEDIAN_LIST_PPSF,MEDIAN_LIST_PPSF_MOM,MEDIAN_LIST_PPSF_YOY,HOMES_SOLD,HOMES_SOLD_MOM,HOMES_SOLD_YOY,PENDING_SALES,PENDING_SALES_MOM,PENDING_SALES_YOY,NEW_LISTINGS,NEW_LISTINGS_MOM,NEW_LISTINGS_YOY,INVENTORY,INVENTORY_MOM,INVENTORY_YOY,MONTHS_OF_SUPPLY,MONTHS_OF_SUPPLY_MOM,MONTHS_OF_SUPPLY_YOY,MEDIAN_DOM,MEDIAN_DOM_MOM,MEDIAN_DOM_YOY,AVG_SALE_TO_LIST,AVG_SALE_TO_LIST_MOM,AVG_SALE_TO_LIST_YOY,SOLD_ABOVE_LIST,SOLD_ABOVE_LIST_MOM,SOLD_ABOVE_LIST_YOY,PRICE_DROPS,PRICE_DROPS_MOM,PRICE_DROPS_YOY,OFF_MARKET_IN_TWO_WEEKS,OFF_MARKET_IN_TWO_WEEKS_MOM,OFF_MARKET_IN_TWO_WEEKS_YOY,PARENT_METRO_REGION,PARENT_METRO_REGION_METRO_CODE,LAST_UPDATED,Id
2019-03-01,2019-05-31,90,neighborhood,1,80499,0,"Clifton, NJ - Rosemawr",Clifton,New Jersey,NJ,Multi-Family (2-4 Unit),4,283000.0000,0,NULL,427000.0000,0,NULL,146.4803,0,NULL,261.1219,0,NULL,1,0.0000,NULL,1,0.0000,NULL,2,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16.0000,0,NULL,1.0143,0,NULL,1.0000,0,NULL,NULL,NULL,NULL,0.0000,0,NULL,"New York, NY",35614,2025-08-01 14:37:32.7980000 +00:00,9448
2018-08-01,2018-10-31,90,neighborhood,1,551581,0,"Memphis, TN - Bridgewater",Memphis,Tennessee,TN,Single Family Residential,6,163750.0000,0.03639240506,0.1507378777,149700.0000,-0.09272727273,0.0324137931,99.6201,0.008276465958,0.09913628403,101.2273,0.01275608813,0.1247474747,58,-0.0492,-0.1714,59,-0.0923,-0.1324,60,-0.1176,-0.0769,28,-0.09677419355,-0.2000,NULL,NULL,NULL,34.5000,0.5,1.0000,0.9940,-0.002052174868,0.009669589413,0.3276,-0.03306953081,0.08472906404,NULL,NULL,NULL,0.6949,0.0333767927,0.1066799601,"Memphis, TN",32820,2025-08-01 14:37:32.7980000 +00:00,9449
2021-07-01,2021-09-30,90,neighborhood,1,15082,0,"Arlington, MA - East Arlington",Arlington,Massachusetts,MA,Condo/Co-op,3,715000.0000,0.1,-0.02721088435,634000.0000,-0.04518072289,-0.09357352205,551.7827,0.02931885224,0.152274457,518.2735,0.01888107886,0.06744397226,15,-0.4231,-0.6154,15,-0.0625,-0.4000,30,0.1538,-0.0625,13,0.4444444444,0.3000,NULL,NULL,NULL,17.0000,7.5,2.0000,1.0455,0.003676315974,0.01820591424,0.8000,0.06923076923,0.158974359,NULL,NULL,NULL,0.8000,-0.0125,0.08,"Boston, MA",14454,2025-08-01 14:37:32.7980000 +00:00,9450
2012-08-01,2012-10-31,90,neighborhood,1,60579,0,"San Ramon, CA - Crow Canyon",San Ramon,California,CA,Single Family Residential,6,682000.0000,0,0.1184911849,682000.0000,0.01037037037,0.03507728172,325.4653,0,0.07793003222,325.5826,-0.004758832912,0.01051520256,2,0.0000,-0.5000,2,-0.3333,-0.5000,2,-0.3333,-0.6000,NULL,NULL,NULL,NULL,NULL,NULL,4.0000,0,-77.0000,1.0149,0,0.03390539243,1.0000,0,1,NULL,NULL,NULL,1.0000,0,1,"Oakland, CA",36084,2025-08-01 14:37:32.7980000 +00:00,9451
2018-06-01,2018-08-31,90,neighborhood,1,525729,0,"Cary, NC - Cary Towne Center",Cary,North Carolina,NC,Townhouse,13,140000.0000,-0.05405405405,0.1522633745,140500.0000,-0.1611940299,0.08160123172,118.1670,-0.02043616958,0.1080476983,117.5214,0.004182417759,0.1427280939,8,-0.1111,-0.2000,6,-0.2500,-0.3333,10,0.0000,0.1111,7,0.4,6.0000,NULL,NULL,NULL,41.0000,8,11.5000,1.0265,0.01183354843,0.007491635242,0.7500,0.1944444444,0.05,NULL,NULL,NULL,0.3333,-0.1666666667,-0.2222222222,"Raleigh, NC",39580,2025-08-01 14:37:32.7980000 +00:00,9452
2021-11-01,2022-01-31,90,neighborhood,1,742406,0,"Chicopee, MA - Fairview",Chicopee,Massachusetts,MA,Multi-Family (2-4 Unit),4,419400.0000,0,1.208530806,NULL,NULL,NULL,148.6351,0,0.3212005109,NULL,NULL,NULL,2,0.0000,1.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40.0000,0,-10.0000,1.0174,0,0.01737934484,0.5000,0,0.5,NULL,NULL,NULL,NULL,NULL,NULL,"Springfield, MA",44140,2025-08-01 14:37:32.7980000 +00:00,9453
2015-02-01,2015-04-30,90,neighborhood,1,550065,0,"Central Falls, RI - South Central Falls",Central Falls,Rhode Island,RI,All Residential,-1,88000.0000,0,0.1578947368,91950.0000,-0.4067741935,-0.3188888889,34.7277,0,0.5305445935,28.6759,-0.1682552807,-0.3610583422,3,0.0000,0.0000,4,1.0000,-0.2000,6,0.2000,0.2000,3,0.5,0.0000,NULL,NULL,NULL,23.0000,-139,-27.0000,0.9893,0.080063628,-0.1293337095,0.6667,0.6666666667,0,NULL,NULL,NULL,0.5000,0,0.3,"Providence, RI",39300,2025-08-01 14:37:32.7980000 +00:00,9454
2024-04-01,2024-06-30,90,neighborhood,1,550907,0,"Kansas City, KS - Whispering Ridge",Kansas City,Kansas,KS,All Residential,-1,430000.0000,0.1241830065,0.1466666667,437500.0000,-0.02441852557,0.1075949367,191.1111,0.3697911128,0.06921107884,186.0107,-0.1520348496,-0.02146610524,5,0.2500,-0.1667,NULL,NULL,NULL,4,-0.3333,-0.5000,NULL,NULL,NULL,NULL,NULL,NULL,27.0000,-51,10.5000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,-0.25,-0.4444444444,"Kansas City, MO",28140,2025-08-01 14:37:32.7980000 +00:00,9455
2017-05-01,2017-07-31,90,neighborhood,1,368076,0,"League City, TX - Lakes of South Shore Harbour",League City,Texas,TX,Single Family Residential,6,291500.0000,0.07644017725,0.2045454545,289900.0000,-0.01695489997,0.115,108.0568,0.009371754616,-0.02476623093,106.2236,-0.007749158216,-0.03522802018,24,0.0000,0.0000,25,-0.1379,-0.2424,36,0.2414,0.1250,21,0.6153846154,0.9091,NULL,NULL,NULL,15.0000,0,6.0000,0.9866,0.00135800974,-0.0001026734775,0.0417,-0.04166666667,0,NULL,NULL,NULL,0.5200,0.03724137931,-0.1466666667,"Houston, TX",26420,2025-08-01 14:37:32.7980000 +00:00,9456
2019-03-01,2019-05-31,90,neighborhood,1,101279,0,"Green Valley, AZ - Las Campanas",Green Valley,Arizona,AZ,Single Family Residential,6,241000.0000,-0.04365079365,-0.01229508197,229000.0000,0.01777777778,0.05578607653,157.7381,0.08881070106,0.2046042603,143.5777,-0.03246170951,-0.004269160656,19,-0.2083,-0.1364,20,0.1111,-0.2308,25,0.0000,0.1905,27,0.03846153846,0.9286,NULL,NULL,NULL,57.0000,-18.5,-1.0000,0.9854,0.006056415354,-0.01875606532,0.1053,0.02192982456,-0.03110047847,NULL,NULL,NULL,0.2000,-0.07777777778,-0.03076923077,"Tucson, AZ",46060,2025-08-01 14:37:32.7980000 +00:00,9457
2020-02-01,2020-04-30,90,neighborhood,1,113672,0,"Santa Clarita, CA - Cheyenne",Santa Clarita,California,CA,Single Family Residential,6,410000.0000,0,NULL,NULL,NULL,NULL,400.0000,0,NULL,NULL,NULL,NULL,1,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.0000,0,NULL,0.9647,0,NULL,0.0000,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Los Angeles, CA",31084,2025-08-01 14:37:32.7980000 +00:00,9458
2016-07-01,2016-09-30,90,neighborhood,1,338803,0,"Keller, TX - Ashbrook at Hidden Lakes",Keller,Texas,TX,Single Family Residential,6,392400.0000,0.07891119054,0.06341463415,367400.0000,0,0.05741833357,121.5982,0.01423940142,-0.006414718807,113.6440,-0.03925592446,-0.01699738069,4,0.0000,-0.4286,4,-0.2000,-0.3333,4,0.0000,-0.3333,3,-0.25,-0.2500,NULL,NULL,NULL,43.0000,0,26.0000,0.9992,-0.002984957245,0.00788509493,0.2500,0,-0.03571428571,NULL,NULL,NULL,0.0000,0,-0.6666666667,"Fort Worth, TX",23104,2025-08-01 14:37:32.7980000 +00:00,9459
2014-06-01,2014-08-31,90,neighborhood,1,760905,0,"Pueblo, CO - Sunset",Pueblo,Colorado,CO,All Residential,-1,123500.0000,-0.01397205589,-0.0679245283,122900.0000,-0.03570027462,-0.07245283019,59.2351,-0.04044720222,0.03862664831,60.9175,-0.008798820703,0.01759429663,21,-0.1250,0.2353,18,-0.1429,0.0588,22,0.1000,-0.3333,28,0.2173913043,-0.3000,NULL,NULL,NULL,140.5000,-21.5,69.5000,0.9650,-0.0009085023979,-0.006778920077,0.1905,0.02380952381,0.07282913165,NULL,NULL,NULL,0.0000,0,-0.05882352941,"Pueblo, CO",39380,2025-08-01 14:37:32.7980000 +00:00,9460
2019-08-01,2019-10-31,90,neighborhood,1,34844,0,"Chicago, IL - Dunning",Chicago,Illinois,IL,Single Family Residential,6,277500.0000,-0.008928571429,-0.075,299900.0000,0,0.009764309764,192.4242,-0.06116342515,0.02808665699,211.7988,0.01295097132,0.03226961406,105,-0.1250,0.1413,106,-0.0450,0.0816,133,-0.1529,0.0902,130,-0.09090909091,0.1607,NULL,NULL,NULL,47.0000,2,16.0000,0.9741,-0.001416900893,0.0007527775499,0.2000,-0.03333333333,-0.03913043478,NULL,NULL,NULL,0.2075,-0.05371409145,-0.06796303427,"Chicago, IL",16984,2025-08-01 14:37:32.7980000 +00:00,9461
2019-08-01,2019-10-31,90,neighborhood,1,172414,0,"Austin, TX - East Oak Hill",Austin,Texas,TX,Condo/Co-op,3,312850.0000,NULL,0.2149514563,324900.0000,NULL,0.08480801336,237.0476,NULL,0.1571863833,234.0730,NULL,0.0918196995,2,0.0000,0.0000,2,NULL,-0.5000,3,NULL,2.0000,2,NULL,-0.3333,NULL,NULL,NULL,53.5000,NULL,-21.5000,0.9569,NULL,-0.03910368493,0.0000,NULL,0,NULL,NULL,NULL,0.5000,NULL,0.5,"Austin, TX",12420,2025-08-01 14:37:32.7980000 +00:00,9462
2021-06-01,2021-08-31,90,neighborhood,1,207925,0,"Nashville, TN - Hickory Bend",Nashville,Tennessee,TN,Single Family Residential,6,317950.0000,-0.0154822728,0.2617063492,317900.0000,0.004582082477,0.2278872151,199.2560,-0.08786765835,0.1979315774,193.9394,-0.001629594551,0.01276964313,4,0.0000,-0.4286,4,0.0000,0.0000,7,0.7500,1.3333,4,3,NULL,NULL,NULL,NULL,16.5000,0,-22.5000,0.9737,-0.04333333333,-0.02759699051,0.2500,-0.25,-0.3214285714,NULL,NULL,NULL,0.7500,0,0.5,"Nashville, TN",34980,2025-08-01 14:37:32.7980000 +00:00,9463
2020-01-01,2020-03-31,90,neighborhood,1,547673,0,"Aberdeen, MD - Gilbert",Aberdeen,Maryland,MD,Single Family Residential,6,292450.0000,0,0.2538049303,426131.5000,0.6717595135,0.2972039574,176.7518,0,-0.06148995315,179.3307,-0.03756625166,0.1955378287,2,0.0000,0.0000,1,-0.5000,-0.7500,2,1.0000,1.0000,1,0,NULL,NULL,NULL,NULL,441.0000,0,265.5000,0.9741,0,-0.0006077378695,0.0000,0,0,NULL,NULL,NULL,0.0000,-0.5,-0.25,"Baltimore, MD",12580,2025-08-01 14:37:32.7980000 +00:00,9464
2022-12-01,2023-02-28,90,neighborhood,1,467335,0,"Madison, WI - Acewood",Madison,Wisconsin,WI,Single Family Residential,6,345000.0000,0.06415792721,NULL,328900.0000,-0.09865716635,NULL,220.3182,0.02080623823,NULL,202.1156,-0.09493873367,NULL,3,0.5000,NULL,3,0.5000,NULL,2,1.0000,NULL,1,-0.5,NULL,NULL,NULL,NULL,29.0000,-22.5,NULL,1.0548,0.04907831902,NULL,0.3333,-0.1666666667,NULL,NULL,NULL,NULL,0.6667,0.1666666667,NULL,"Madison, WI",31540,2025-08-01 14:37:32.7980000 +00:00,9465
2021-06-01,2021-08-31,90,neighborhood,1,80565,0,"Milwaukee, WI - Holler Park",Milwaukee,Wisconsin,WI,Single Family Residential,6,210000.0000,0,0.05,217450.0000,0.03547619048,0.1157003592,175.6955,0.1378372725,0.6992493794,169.0003,0.01317760912,0.5525115382,5,0.6667,0.0000,5,0.2500,0.0000,4,-0.2000,-0.2000,1,-0.6666666667,0.0000,NULL,NULL,NULL,34.0000,0,-13.5000,1.0617,-0.0174337566,0.01134212322,0.8000,0.1333333333,0,NULL,NULL,NULL,0.8000,-0.2,-0.2,"Milwaukee, WI",33340,2025-08-01 14:37:32.7980000 +00:00,9466
2016-04-01,2016-06-30,90,neighborhood,1,156652,0,"Pittsburgh, PA - Windgap",Pittsburgh,Pennsylvania,PA,Single Family Residential,6,109000.0000,0.1473684211,0.5843023256,126900.0000,-0.1248275862,0.1541609823,56.3457,0,-0.02066589567,81.7295,-0.3551821857,0.2393780943,3,-0.4000,-0.2500,2,-0.5000,-0.7143,2,1.0000,-0.7500,3,0.5,NULL,NULL,NULL,NULL,104.0000,-35,5.0000,0.9954,0.02432605667,0.09571569947,0.3333,0.1333333333,0.3333333333,NULL,NULL,NULL,0.0000,0,-0.2857142857,"Pittsburgh, PA",38300,2025-08-01 14:37:32.7980000 +00:00,9467
2024-08-01,2024-10-31,90,neighborhood,1,496785,0,"Irondequoit, NY - Listwood",Irondequoit,New York,NY,All Residential,-1,262500.0000,-0.04545454545,-0.02777777778,209900.0000,0.05002501251,-0.02372093023,171.8750,0.019375,0.02382121807,142.6115,0.02731649084,0.1305944022,9,0.0000,-0.1818,12,0.3333,1.4000,12,0.0909,0.7143,NULL,NULL,NULL,NULL,NULL,NULL,9.0000,0,2.0000,1.2313,-0.01172970596,0.03160795725,0.8889,0,-0.1111111111,NULL,NULL,NULL,0.9167,0.02777777778,0.1166666667,"Rochester, NY",40380,2025-08-01 14:37:32.7980000 +00:00,9468
2019-10-01,2019-12-31,90,neighborhood,1,10878,0,"San Leandro, CA - Bay-O-Vista",San Leandro,California,CA,All Residential,-1,1048000.0000,-0.0323176362,0.09166666667,943987.5000,0.004242021277,-0.03576353422,426.5092,-0.02506923147,-0.1042021432,380.3123,-0.1575640885,-0.1314365796,11,0.3750,0.8333,10,-0.0909,0.4286,8,-0.3846,0.6000,3,-0.25,NULL,NULL,NULL,NULL,14.0000,1.5,2.5000,1.0551,0.004712845926,0.046318074,0.8182,0.06818181818,0.1515151515,NULL,NULL,NULL,0.6000,-0.03636363636,0.02857142857,"Oakland, CA",36084,2025-08-01 14:37:32.7980000 +00:00,9469
2019-10-01,2019-12-31,90,neighborhood,1,230139,0,"Phoenix, AZ - Sunview Estates",Phoenix,Arizona,AZ,All Residential,-1,386000.0000,-0.0006472491909,-0.2917431193,448500.0000,0,-0.04064171123,216.4375,-0.1238691522,-0.2101025576,229.1421,-0.03997138377,0.162244379,3,0.5000,2.0000,3,0.0000,0.5000,5,0.0000,1.5000,4,0,1.0000,NULL,NULL,NULL,59.0000,10.5,13.0000,0.9386,-0.01517466034,-0.05250467416,0.0000,0,0,NULL,NULL,NULL,0.6667,0,0.1666666667,"Phoenix, AZ",38060,2025-08-01 14:37:32.7980000 +00:00,9470
2023-07-01,2023-09-30,90,neighborhood,1,547970,0,"Waukegan, IL - Washington Manor",Waukegan,Illinois,IL,Single Family Residential,6,183500.0000,0.1327160494,-0.2510204082,178944.0000,0.05954241864,-0.2385361702,156.8523,0.6246795878,-0.06016686325,192.6980,0.04057487903,0.2037477404,2,1.0000,1.0000,2,-0.3333,1.0000,2,-0.3333,1.0000,1,-0.5,NULL,NULL,NULL,NULL,39.0000,2,4.0000,1.0823,0.002328042328,0.03977485084,1.0000,0,0,NULL,NULL,NULL,1.0000,0,1,"Lake County, IL",29404,2025-08-01 14:37:32.7980000 +00:00,9471
2020-07-01,2020-09-30,90,neighborhood,1,124812,0,"Tonawanda, NY - Wilton Argonne",Tonawanda,New York,NY,Single Family Residential,6,202800.0000,0.05625,0.2835443038,189900.0000,0.02704164413,0.1177163037,129.5763,0.03942696126,0.172441771,125.6580,-0.03954560635,0.06224270991,12,0.0000,-0.0769,12,-0.1429,0.0000,16,0.1429,0.0667,4,NULL,-0.4286,NULL,NULL,NULL,7.5000,-0.5,-3.5000,1.0797,0.02948294781,0.05824334467,0.7500,0.08333333333,0.2884615385,NULL,NULL,NULL,0.8333,-0.02380952381,0.3333333333,"Buffalo, NY",15380,2025-08-01 14:37:32.7980000 +00:00,9472
2021-03-01,2021-05-31,90,neighborhood,1,373008,0,"Winston-Salem, NC - Foxhall",Winston-Salem,North Carolina,NC,All Residential,-1,275000.0000,NULL,0.1270491803,275000.0000,NULL,0.1375387797,141.0579,NULL,0.264318454,141.0579,NULL,0.1819267471,3,0.0000,-0.4000,5,NULL,1.5000,5,NULL,1.5000,NULL,NULL,NULL,NULL,NULL,NULL,37.0000,NULL,12.0000,0.9924,NULL,0.00513290701,0.3333,NULL,0.1333333333,NULL,NULL,NULL,1.0000,NULL,0.5,"Winston-Salem, NC",49180,2025-08-01 14:37:32.7980000 +00:00,9473
2023-08-01,2023-10-31,90,neighborhood,1,498404,0,"Manhattan, NY - Sutton Place",Manhattan,New York,NY,All Residential,-1,860000.0000,-0.02641472695,-0.04444444444,1170000.0000,-0.02092050209,0.296398892,977.9541,0.01495778338,0.05619044333,910.9211,-0.08907894737,-0.0553411306,71,0.0000,0.0000,72,0.0435,0.1613,105,0.1538,0.1667,155,-0.225,-0.0606,NULL,NULL,NULL,152.0000,48,-409.0000,0.9983,0,-0.002389772515,0.0000,0,-0.01408450704,NULL,NULL,NULL,0.0556,-0.002415458937,0.0394265233,"New York, NY",35614,2025-08-01 14:37:32.7980000 +00:00,9474
2023-10-01,2023-12-31,90,neighborhood,1,140441,0,"Fort Lauderdale, FL - Idlewyld",Fort Lauderdale,Florida,FL,Single Family Residential,6,2150000.0000,NULL,-0.2321428571,2499999.0000,NULL,-0.09057875591,849.8024,NULL,-0.2822204969,1039.0625,NULL,0.2008372363,1,0.0000,0.0000,2,NULL,NULL,5,NULL,4.0000,4,NULL,1.0000,NULL,NULL,NULL,47.0000,NULL,-11.0000,0.8600,NULL,-0.01636898307,0.0000,NULL,0,NULL,NULL,NULL,0.5000,NULL,NULL,"Fort Lauderdale, FL",22744,2025-08-01 14:37:32.7980000 +00:00,9475
2012-06-01,2012-08-31,90,neighborhood,1,765696,0,"Gulfport, MS - Soria City",Gulfport,Mississippi,MS,Single Family Residential,6,215000.0000,0,2.583333333,18200.0000,-0.8556701031,0.07692307692,119.4444,0,4.972222222,8.8264,-0.8728428701,-0.122584496,1,0.0000,0.0000,1,0.0000,0.0000,1,-0.5000,0.0000,2,0,1.0000,NULL,NULL,NULL,42.0000,0,-140.0000,0.9188,0,0.04923820141,0.0000,0,0,NULL,NULL,NULL,0.0000,0,0,"Gulfport, MS",25060,2025-08-01 14:37:32.7980000 +00:00,9476
2013-12-01,2014-02-28,90,neighborhood,1,548573,0,"Evergreen, CO - North Evergreen",Evergreen,Colorado,CO,Single Family Residential,6,575000.0000,-0.06504065041,1.039007092,544950.0000,-0.009181818182,0.2527586207,151.8669,-0.0367302934,0.1409259806,181.7443,-0.04318601858,0.1300165426,15,-0.3182,0.3636,25,0.0870,0.3158,30,0.4286,-0.0909,31,0.06896551724,-0.2250,NULL,NULL,NULL,67.0000,4,-40.0000,0.9683,0.0007257932147,0.0106657762,0.1333,0.04242424242,-0.1393939394,NULL,NULL,NULL,0.2800,0.1060869565,0.06947368421,"Denver, CO",19740,2025-08-01 14:37:32.7980000 +00:00,9477
2016-12-01,2017-02-28,90,neighborhood,1,420166,0,"Ormond Beach, FL - The Trails",Ormond Beach,Florida,FL,Single Family Residential,6,322450.0000,-0.007540781779,-0.4028703704,339000.0000,-0.1361956937,-0.08130081301,104.2594,-0.05955008535,0.003979307631,120.6395,-0.1761718504,-0.04330933924,4,0.3333,3.0000,3,-0.2500,0.5000,3,0.5000,-0.4000,6,-0.1428571429,-0.3333,NULL,NULL,NULL,150.0000,40,40.0000,0.9566,-0.001782782478,-0.02702927412,0.0000,0,0,NULL,NULL,NULL,0.3333,0.08333333333,0.3333333333,"Deltona, FL",19660,2025-08-01 14:37:32.7980000 +00:00,9478
2021-05-01,2021-07-31,90,neighborhood,1,761344,0,"Upper Grand Lagoon, FL - Palm Bay",Upper Grand Lagoon,Florida,FL,All Residential,-1,459500.0000,0.02807920349,0.06365740741,482500.0000,0.01153039832,0.149083115,200.2216,0.1020227246,0.1347479373,222.5283,0,0.223694339,8,0.3333,1.0000,8,0.3333,1.0000,8,0.0000,0.6000,5,-0.2857142857,0.2500,NULL,NULL,NULL,72.0000,-28.5,22.5000,0.9887,0.008364841938,0.01080860635,0.1250,-0.04166666667,0.125,NULL,NULL,NULL,0.0000,0,0,"Panama City, FL",37460,2025-08-01 14:37:32.7980000 +00:00,9479
2019-08-01,2019-10-31,90,neighborhood,1,554969,0,"New Rochelle, NY - East End",New Rochelle,New York,NY,Condo/Co-op,3,375000.0000,0,NULL,99000.0000,0,NULL,300.5649,0,NULL,123.7500,0,NULL,4,0.0000,NULL,NULL,NULL,NULL,1,0.0000,NULL,1,0,NULL,NULL,NULL,NULL,52.5000,0,NULL,0.9652,0,NULL,0.2500,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"New York, NY",35614,2025-08-01 14:37:32.7980000 +00:00,9480
2023-11-01,2024-01-31,90,neighborhood,1,555410,0,"Orland Park, IL - Silver Lake North",Orland Park,Illinois,IL,Townhouse,13,354990.0000,0.02702155359,0.2262176166,381175.0000,0.003118503119,0.05631070652,192.4031,0.0302782111,0.1976181718,206.4979,-0.0008787042226,0.03896226059,7,-0.4615,1.3333,15,0.1538,6.5000,14,0.2727,0.1667,13,0.3,-0.1333,NULL,NULL,NULL,75.0000,-7,1.0000,0.9640,-0.005401629513,-0.04533004906,0.0000,-0.07692307692,-0.6666666667,NULL,NULL,NULL,0.2667,0.0358974359,-0.2333333333,"Chicago, IL",16984,2025-08-01 14:37:32.7980000 +00:00,9481
2022-12-01,2023-02-28,90,neighborhood,1,161052,0,"Memphis, TN - Cypress Creek",Memphis,Tennessee,TN,Single Family Residential,6,105000.0000,NULL,-0.01639344262,127450.0000,NULL,-0.007398753894,102.1893,NULL,0.1674008303,113.4631,NULL,-0.1163311911,2,0.0000,0.0000,2,NULL,-0.3333,2,NULL,-0.5000,3,NULL,2.0000,NULL,NULL,NULL,89.5000,NULL,68.0000,0.9444,NULL,0.02821683644,0.0000,NULL,0,NULL,NULL,NULL,0.0000,NULL,-1,"Memphis, TN",32820,2025-08-01 14:37:32.7980000 +00:00,9482
2015-11-01,2016-01-31,90,neighborhood,1,150812,0,"Cincinnati, OH - Kennedy Heights",Cincinnati,Ohio,OH,Single Family Residential,6,153300.0000,0.1020848311,0.76816609,75000.0000,-0.0625,0.07296137339,98.2691,0.04003859141,0.6542811606,71.6561,-0.04304499692,0.4070642733,13,-0.0714,-0.3500,14,-0.2632,-0.3636,15,-0.2105,0.0000,24,0.2,-0.0400,NULL,NULL,NULL,81.0000,25.5,-37.0000,0.9950,0.04234261084,0.05510779963,0.2308,0.01648351648,0.2307692308,NULL,NULL,NULL,0.2143,-0.1541353383,0.1233766234,"Cincinnati, OH",17140,2025-08-01 14:37:32.7980000 +00:00,9483
2018-07-01,2018-09-30,90,neighborhood,1,180964,0,"Leesburg, VA - Prospect Hills",Leesburg,Virginia,VA,Single Family Residential,6,370000.0000,0,0,450000.0000,0.2165450122,0.1278195489,352.3810,0,0.2286147917,173.6111,-0.507186627,-0.321219716,1,0.0000,-0.7500,1,0.0000,-0.6667,1,0.0000,0.0000,1,NULL,NULL,NULL,NULL,NULL,62.0000,0,29.0000,1.0003,0,0.01884360931,1.0000,0,1,NULL,NULL,NULL,0.0000,-1,0,"Washington, DC",47894,2025-08-01 14:37:32.7980000 +00:00,9484
2014-05-01,2014-07-31,90,neighborhood,1,151419,0,"Columbus, OH - Dennison Place",Columbus,Ohio,OH,All Residential,-1,304825.0000,-0.06495398773,-0.2379375,344900.0000,0.02207734479,-0.1355889724,121.0281,-0.09600194801,-0.3264787573,137.7737,-0.01153280743,-0.1802228202,6,0.2000,-0.1429,6,0.2000,-0.1429,8,0.0000,-0.1111,3,-0.4,-0.6250,NULL,NULL,NULL,5.0000,-2,-33.0000,0.9756,-0.007689860498,-0.02746979872,0.0000,0,-0.2857142857,NULL,NULL,NULL,0.0000,0,0,"Columbus, OH",18140,2025-08-01 14:37:32.7980000 +00:00,9485
2014-05-01,2014-07-31,90,neighborhood,1,548620,0,"New Brunswick, NJ - South Central",New Brunswick,New Jersey,NJ,Condo/Co-op,3,122000.0000,0.1348837209,-0.2937771346,212000.0000,0.6893103311,0.06532663317,161.3757,NULL,NULL,195.0172,NULL,0.1267659412,7,-0.1250,0.7500,7,-0.1250,0.7500,6,0.0000,-0.2500,7,0,-0.5000,NULL,NULL,NULL,100.0000,-0.5,-140.0000,0.9404,0.01842806307,-0.01107351789,0.0000,0,0,NULL,NULL,NULL,0.0000,0,0,"New Brunswick, NJ",35154,2025-08-01 14:37:32.7980000 +00:00,9486
2015-07-01,2015-09-30,90,neighborhood,1,60174,0,"Cambridge, MA - Inman Square",Cambridge,Massachusetts,MA,All Residential,-1,682000.0000,0.1559322034,0.337254902,682000.0000,0.04923076923,0.06729264476,585.0797,-0.02317130921,0.1382153634,499.4244,-0.1087012083,0.03603503709,26,0.1304,1.1667,20,-0.1304,0.5385,26,0.0000,0.6250,6,2,-0.6471,NULL,NULL,NULL,8.0000,0,-54.0000,1.0360,-0.01150467002,-0.009093772521,0.5769,-0.07525083612,-0.1730769231,NULL,NULL,NULL,0.9500,0.08043478261,0.1807692308,"Boston, MA",14454,2025-08-01 14:37:32.7980000 +00:00,9487
2013-04-01,2013-06-30,90,neighborhood,1,496603,0,"Long Beach, CA - Bluff Heights",Long Beach,California,CA,Multi-Family (2-4 Unit),4,724900.0000,0.1186728395,0.2695271454,724900.0000,-0.01367439962,0.08355754858,311.2495,-0.1079149998,0.3655192619,251.4259,-0.03276923086,0.1169146858,3,-0.2500,0.0000,5,0.0000,0.0000,5,0.2500,-0.1667,2,1,-0.6000,NULL,NULL,NULL,25.0000,15,-17.0000,1.0050,-0.0255283282,0.02866963198,0.6667,-0.3333333333,0.6666666667,NULL,NULL,NULL,0.2000,0,-0.2,"Los Angeles, CA",31084,2025-08-01 14:37:32.7980000 +00:00,9488
